Time Index,2013,2014,2015,2016,2017,2018,2019,2020,2021
4110,676.9705,36.52761,28.772745,16.83082,18.911074,18.358759,58.46159,6.216202,24.361681
4111,680.0916,37.448723,29.695389,18.334751,21.193188,21.981304,59.24211,8.347408,27.60877
4112,688.0448,39.125607,29.926458,18.178282,24.631374,24.320532,62.711166,5.4475155,30.55971
4113,699.065,45.316864,28.62166,20.353992,29.551283,27.258312,65.09742,7.080264,34.49308
4114,705.3379,57.495773,30.84266,24.405472,32.986263,33.886436,71.91719,8.874706,43.28707
4115,1000.87256,60.71209,33.878067,28.06811,38.851097,35.461235,85.30941,10.726082,49.816574
4116,1001.23804,58.536522,36.19169,27.937141,42.75108,38.94323,94.671,11.829044,46.718796
4117,998.1236,61.093933,38.74708,37.585957,54.258152,41.618477,107.51816,13.564922,57.05439
4118,1003.4442,63.000633,39.81195,50.28306,55.797535,51.77407,122.902245,18.408102,61.228474
4119,1004.8622,67.32938,40.003124,60.967793,61.03181,64.80118,121.30783,16.89576,60.014366
4120,1007.13293,65.96944,39.622818,58.834705,61.01543,91.28351,109.524284,15.776179,59.075798
4121,1001.20215,54.35841,39.421562,38.74948,47.427357,101.330505,105.03153,12.834419,47.883682
4122,984.59937,55.890095,38.61561,26.672619,44.00973,69.382065,95.65147,13.232538,46.69393
4123,991.2923,54.107483,36.5289,27.386845,37.71388,50.9309,90.79701,12.654015,43.74334
4124,993.3387,54.647644,36.16867,25.35141,33.869423,33.540077,85.627815,13.848816,42.551544
4125,995.60046,54.368713,36.646744,26.41079,30.438683,29.665123,74.51977,13.52981,42.18118
4126,702.91064,52.803524,35.899376,21.190361,26.06056,23.050095,71.29281,11.53376,41.4543
4127,698.99475,48.958813,33.98166,20.235203,18.32314,15.009401,67.214455,10.943744,38.864204
4128,695.2876,42.17237,30.982475,21.569044,15.991928,16.649717,60.199078,8.522825,34.25905
4129,676.4213,34.71405,24.563667,17.276594,14.086731,12.658327,58.328747,6.123861,30.607576
4130,672.10486,33.512707,22.950083,17.414417,14.3076935,13.278063,55.545174,7.068057,30.260218
4131,671.6098,33.385197,22.504648,16.663582,14.68058,12.8911085,55.20362,7.2025557,30.519537
4132,672.2428,33.790657,23.395742,18.562252,15.118803,15.676828,55.350895,6.5207357,30.805801
4133,671.5233,34.995598,27.998587,18.935667,16.305103,15.38534,57.59269,9.539236,33.09149
4134,670.66833,34.778538,30.35164,16.518179,17.117065,17.17411,57.58411,9.020758,36.450035
4135,671.5758,35.2917,30.356277,17.613308,18.048033,19.4555,54.837563,9.542283,39.06726
4136,676.99536,37.3953,29.665777,20.658333,24.856207,22.974844,56.009094,8.732826,42.268044
4137,693.0593,38.7632,29.846619,19.79504,29.726421,28.332987,60.43444,8.353288,44.542747
4138,705.67975,44.490685,32.279594,22.076101,32.653362,29.955753,67.918434,9.53253,47.12181
4139,702.3709,52.627476,37.374557,22.766792,34.950817,34.24457,73.54723,11.150246,49.306602
4140,999.8223,54.88543,40.355865,26.393246,40.54202,36.729927,79.78204,16.035788,43.292923
4141,998.00867,62.28337,47.89226,30.377676,44.732662,44.685913,103.965256,21.459257,52.397694
4142,1005.13446,63.159805,59.956562,42.574097,47.11935,63.12429,105.200035,22.842852,61.524975
4143,1010.78723,62.670944,52.746254,58.782684,55.206898,77.164246,104.617805,25.452808,64.12063
4144,1011.93335,61.598145,56.19034,55.768944,59.970764,79.94074,98.88792,30.279755,62.403954
4145,1003.31494,58.353176,55.19236,45.48329,56.89468,62.567116,89.02512,19.70083,50.823204
4146,998.13324,56.465378,40.19053,28.3218,50.20061,39.029213,82.50372,20.643263,45.014244
4147,998.40955,54.25009,40.80748,26.32172,39.754673,35.16234,74.16075,17.08684,43.976204
4148,998.82263,54.470776,43.074287,27.75167,35.038937,29.82778,72.95537,15.710016,38.68672
4149,703.4414,54.585888,40.1727,22.11264,29.801113,26.651873,71.1317,16.995739,38.87986
4150,702.1057,50.02572,36.757957,19.838713,26.33542,27.501402,66.720314,15.830719,48.031517
4151,695.9236,39.863388,31.274746,18.612617,19.440197,21.87803,59.39221,14.437669,38.946854
4152,681.5692,37.376057,32.48845,18.600601,17.822567,19.567846,53.18893,14.456713,35.970825
4153,677.1174,30.843369,29.931334,16.907816,15.917188,18.818003,53.181534,12.495296,33.235527
4154,674.85547,30.421566,29.768217,17.158037,16.73707,17.980383,51.757427,11.242872,31.997066
4155,674.53235,31.071724,28.819025,17.242188,15.723536,18.729563,50.31613,10.873041,30.55268
4156,674.1408,32.780525,29.442846,16.77938,15.636211,13.472349,48.516644,10.992047,30.721964
4157,674.25525,34.867676,29.569065,16.447899,15.873804,17.983263,48.285103,13.646721,30.672525
4158,674.78735,36.282593,29.9303,17.656809,16.78617,18.78216,49.709606,14.580713,32.486633
4159,674.9984,37.541626,29.838917,17.9525,19.11759,20.447683,50.340893,14.724727,34.842903
4160,677.5065,41.206573,32.45166,18.02152,25.429623,20.394354,54.192486,17.248478,36.605537
4161,684.1889,50.30999,34.861874,19.923899,29.659763,22.5735,60.543056,18.941465,39.501465
4162,699.5894,55.471596,39.53214,23.547668,33.79159,26.294222,68.92563,19.40786,43.863487
4163,706.18524,57.495476,46.77201,24.602816,41.507656,31.376205,75.03289,21.733864,48.498985
4164,708.54706,60.135006,48.6689,25.409798,54.024715,33.9497,90.80846,19.461117,58.21782
4165,1003.3124,61.21842,38.403297,31.400574,70.1935,37.571327,97.87525,20.161936,59.621628
4166,1009.1093,58.183815,48.34458,44.316,77.129074,45.238968,110.97582,20.569544,62.95392
4167,1007.5591,57.30439,49.174652,54.084393,95.65174,61.123924,118.72761,18.822996,81.3527
4168,1006.81165,61.929718,50.4401,60.184128,77.364494,74.00496,122.13018,19.883423,70.066895
4169,1004.06995,65.36574,41.777344,42.077168,55.97733,66.19049,112.84246,20.375727,68.80592
4170,999.31714,60.954754,37.79483,27.31129,41.442257,40.441914,89.20041,18.163282,69.316536
4171,999.53613,54.611015,43.314686,22.843163,38.184704,30.578379,88.95385,19.801382,72.952705
4172,703.82916,55.885788,42.460068,24.930254,34.939953,28.632885,90.00463,19.909754,58.758026
4173,703.71783,54.229572,37.362476,21.438898,34.648804,26.958382,81.98591,22.236143,52.53811
4174,702.75574,50.20117,29.82972,19.95619,31.437164,22.382313,72.30014,21.198664,50.28782
4175,692.989,45.22724,26.81743,19.768301,31.990128,20.132051,62.887146,18.561663,42.39878
4176,679.761,35.12628,26.116219,19.598812,27.852642,19.017714,59.01714,16.83334,39.52624
4177,676.6486,29.947039,24.700195,17.19474,27.587044,17.505606,61.561718,13.630093,34.37314
4178,675.0676,30.094847,22.907839,16.986902,25.321888,18.307447,66.60609,13.439758,37.0626
4179,674.8258,30.885155,22.746784,16.825384,18.2533,15.728941,66.57433,13.917876,37.164566
4180,674.52356,29.671875,22.60282,16.633656,18.092314,16.8739,60.716362,14.507883,37.538296
4181,675.5283,29.846596,22.289099,17.393316,18.283596,13.787921,63.798775,16.016819,37.368156
4182,678.38934,33.93389,23.808413,17.284653,18.85797,17.670567,60.806057,17.177713,37.254093
4183,684.0979,38.688263,22.122072,16.82323,18.376766,18.236477,66.74746,17.026035,36.430107
4184,692.47235,47.964317,24.13243,18.144936,18.729885,21.237686,63.269176,17.585867,38.25772
4185,701.9458,51.855324,27.301443,19.944798,20.928156,22.203712,65.107765,17.844034,37.330395
4186,705.7425,55.516945,30.68641,22.075155,23.745718,25.57834,64.73377,17.367142,43.536087
4187,1002.46313,56.022896,45.810764,23.703419,25.443035,29.337484,71.33491,19.708382,58.118668
4188,1002.504,57.1565,36.27188,27.711533,29.99503,32.390263,85.10278,20.770319,63.218903
4189,999.35455,65.81865,34.850777,40.082077,30.521935,42.84455,101.435165,24.319637,65.853035
4190,1001.3996,58.7137,49.80825,47.37332,41.375973,39.84861,108.41657,27.752253,79.31268
4191,1002.4961,57.351765,62.30779,51.32977,44.86282,47.012344,115.63131,31.558622,79.93405
4192,1003.7564,56.57089,58.172684,50.614887,41.534985,51.63349,109.0093,36.567932,81.46672
4193,1001.7908,59.59556,48.55024,30.452145,41.936615,37.295486,88.22343,26.654032,78.42113
4194,986.79553,53.681465,32.251427,23.731403,40.916534,33.89337,82.62241,20.127783,68.655365
4195,991.3552,53.09366,35.65532,26.756792,31.374872,31.153801,72.23112,18.62369,67.30376
4196,992.91125,52.891705,40.64579,27.196976,29.064102,28.361914,70.02245,20.26697,57.1844
4197,994.963,53.26779,38.611206,22.427849,27.965412,26.535406,63.77634,20.03127,58.35181
4198,701.741,48.060375,31.35832,20.87413,23.82938,22.816614,54.944134,19.318129,56.70073
4199,694.2316,40.03512,25.390902,19.250336,22.016312,20.427862,51.43643,22.985693,48.026077
4200,680.6681,36.34083,24.978703,18.464743,20.065514,19.405752,46.986538,20.783503,44.370827
4201,674.63165,29.991417,23.280836,15.654103,16.038258,19.05063,45.394947,12.625466,38.473183
4202,673.1461,32.471806,21.532347,16.404335,16.076847,17.61239,46.646282,13.235935,35.230564
4203,672.21155,33.06459,22.00068,16.51127,16.328314,19.172329,44.938972,13.640646,34.207375
4204,672.5862,34.025093,20.090311,16.65752,16.531353,18.527925,47.187305,14.535408,34.027435
4205,673.2641,34.462975,21.171766,16.777393,16.63833,19.83001,50.907734,13.020016,33.864693
4206,674.5208,37.37935,23.045439,16.650084,16.81058,22.260715,55.38551,14.873185,35.427216
4207,677.6975,41.766167,21.336487,15.500348,17.212074,24.419172,59.08502,16.23519,36.765156
4208,684.76855,47.21409,20.528513,15.708017,21.617428,27.7861,61.011974,15.81418,39.39198
4209,699.9205,51.955418,21.034039,17.772482,24.40692,29.685959,65.59176,15.963788,43.34248
4210,706.12604,53.68144,25.243666,20.704664,28.855879,31.3525,72.147446,16.0044,48.03985
4211,998.9401,54.852886,33.1213,23.47028,32.07664,41.51522,88.22656,16.780107,57.759113
4212,999.19476,67.3214,38.21114,25.47758,33.776398,45.786556,94.76781,20.024336,64.39192
4213,1000.9284,66.45522,45.648117,27.263084,34.913006,54.288166,108.64331,31.958525,63.726162
4214,1003.6707,58.123016,58.01557,32.345367,36.232647,49.796387,112.968185,39.305943,78.97394
4215,1010.4601,58.795403,64.58412,36.42112,46.078156,53.56637,113.81962,44.891247,81.70053
4216,1014.9346,52.885094,71.5081,28.754421,46.110527,71.07332,110.06233,42.479336,75.32916
4217,1006.3473,53.55009,61.123375,26.300732,46.49512,56.25647,89.428505,24.285212,69.956345
4218,990.51227,51.99177,42.367794,25.314041,41.70485,43.524952,81.55904,20.559572,57.060703
4219,991.5122,50.858463,50.80694,24.09336,32.374325,38.156467,70.17788,18.063513,57.628212
4220,993.6626,50.096355,43.685642,23.717697,30.628006,35.368675,68.82644,19.702072,59.928276
4221,995.7888,48.934517,34.830658,23.732014,29.430231,32.565643,68.06509,21.143213,55.317535
4222,701.9383,40.697422,31.269835,21.750364,24.832207,23.423588,62.005627,17.94291,47.341003
4223,686.9872,36.156548,29.364086,20.287151,20.114208,21.296362,57.04868,14.958574,45.5928
4224,677.6443,35.335117,21.822762,19.28379,17.95961,19.544739,50.791084,12.876373,43.83374
4225,673.6653,28.861238,24.886297,16.76101,15.633244,17.191755,50.394054,11.156601,39.10874
4226,673.18353,28.69417,26.407324,16.390713,14.040457,16.52382,48.0178,10.5103245,37.87239
4227,672.67926,29.278036,29.039194,16.198807,14.9876995,17.900137,47.11147,10.839565,37.17161
4228,673.6636,29.85176,25.303041,16.330322,16.272617,18.540438,45.784924,10.645647,36.807976
4229,673.1945,32.38861,23.546503,16.218727,17.725737,19.161123,48.357777,11.201004,36.805103
4230,674.69763,34.950325,25.109335,16.252518,19.823967,18.594557,55.14559,12.175779,37.904686
4231,677.49976,36.551853,23.554094,15.874588,21.603844,22.039083,59.224552,10.229505,40.54973
4232,685.25244,40.906242,24.682299,16.112574,25.367634,25.908941,63.35375,9.928492,44.246456
4233,703.3124,48.509674,28.818447,18.738073,28.482424,25.683933,66.40916,10.932125,47.652798
4234,708.58594,52.28591,31.54982,21.510143,30.90419,29.568083,71.847206,10.77265,55.349434
4235,999.4742,55.41889,43.494286,25.598553,35.71941,32.796272,76.08822,11.963617,64.75075
4236,1001.16034,57.988632,42.66315,26.26187,41.001232,40.24185,87.94485,14.898507,62.1522
4237,998.949,59.324417,44.485924,26.010567,49.35162,50.407127,91.87429,15.172371,60.979214
4238,1007.4872,61.27493,56.60853,36.112034,55.987545,47.818077,99.6856,22.690783,71.46463
4239,1014.2826,60.68501,70.03964,36.22525,66.85107,64.16823,106.22318,22.734943,73.88217
4240,1023.2291,59.238194,65.01341,40.565712,53.48056,78.49651,105.27823,22.254635,80.51513
4241,1009.23444,55.923973,48.0949,34.113243,45.170765,55.58737,102.32739,17.148369,73.399124
4242,990.49915,54.136047,42.371735,38.03797,36.69553,45.04182,89.972206,13.191039,57.3893
4243,993.7655,51.625946,43.736324,29.323387,33.795856,41.17775,84.91119,14.13257,54.52746
4244,993.5492,51.797825,39.14038,25.178787,30.097507,36.845524,84.92837,13.499976,58.24392
4245,995.69855,51.146763,36.27367,26.530815,29.916588,32.80598,72.92048,12.980694,53.61351
4246,703.7208,45.03028,31.592491,24.596504,26.393623,25.518244,67.07944,12.727255,50.15047
4247,694.7744,37.48119,28.063406,18.85663,24.049852,20.472929,58.895504,12.366472,44.573883
4248,681.3961,35.094124,23.236982,17.230373,21.037457,17.985466,51.22399,11.834719,43.64186
4249,676.4011,28.587484,26.44718,15.79378,23.886375,17.082367,49.331455,8.409547,40.306
4250,674.9772,27.21141,25.89297,16.007668,21.254637,16.734549,49.015556,6.875031,39.697937
4251,673.18335,27.398361,23.242716,16.090046,18.03251,16.371632,49.694077,8.096718,39.24254
4252,674.8752,28.15255,21.521711,16.06375,17.746704,16.133198,52.89746,7.5403953,37.43254
4253,675.49646,29.81119,23.833994,16.865341,19.618921,16.772726,58.10665,7.2772174,36.32858
4254,676.55304,33.1484,19.849829,17.787144,21.96317,18.210526,59.991505,9.840027,34.85923
4255,681.8154,34.836708,21.59693,17.876312,22.176922,21.347746,61.99045,9.099671,37.30222
4256,697.73145,36.324677,21.760027,20.491455,25.015339,24.055655,64.37994,8.099626,39.283653
4257,709.0127,38.79711,23.00696,26.88519,28.841042,27.024664,65.85967,9.729781,49.838226
4258,1006.0343,45.5952,25.650667,27.470978,33.35395,32.356087,72.316666,11.025485,51.821793
4259,999.36456,52.958244,26.428984,31.340622,35.852795,37.45628,89.40441,14.036841,48.136337
4260,3818.591,55.63422,32.822014,34.21511,46.90821,42.42607,95.52291,16.220095,57.60632
4261,3815.3113,61.66471,41.200542,61.963966,49.598366,50.30368,106.43829,16.438452,64.32751
4262,3814.0564,63.295097,63.951256,96.934296,54.00197,67.584816,108.750786,26.187304,68.46689
4263,3819.8389,68.27577,60.74167,81.528984,51.365795,77.31043,110.66289,26.340734,79.25624
4264,3824.8394,67.86891,58.838306,71.080536,42.761524,99.56842,110.667595,24.82464,69.13359
4265,3807.593,63.952103,53.168743,46.60257,38.44137,100.62347,104.6219,19.190454,50.793865
4266,3799.019,53.888203,41.824303,36.686096,33.31869,67.501144,90.23859,14.799432,43.667747
4267,3804.4636,53.388214,42.573933,29.808147,29.773418,44.954395,85.857544,16.294788,45.660378
4268,3811.3628,50.98464,31.815872,30.929554,27.271086,34.946323,84.35721,13.180367,39.837585
4269,1733.202,51.139927,28.200659,29.865671,25.523886,31.73333,72.10944,13.559549,40.673843
4270,1742.3007,48.042862,26.263384,24.480404,21.061363,25.486761,67.298935,14.128097,48.389053
4271,1652.3182,40.46189,22.053541,22.23251,17.911263,18.622396,59.689476,11.712765,44.5605
4272,1639.0997,38.386078,16.951483,20.841383,16.024586,22.56413,52.60536,11.3868265,42.936714
4273,1628.4174,32.57068,18.513393,20.254532,13.26112,19.599997,52.95338,10.252077,38.017666
4274,1630.0167,31.204556,18.624426,18.545404,12.99972,20.607294,50.669506,9.612494,32.65528
4275,1624.9307,29.113983,18.360537,18.096691,12.401979,21.13315,48.753613,9.459187,30.487745
4276,1624.6385,29.067528,18.272556,18.17934,12.324492,22.48782,49.17896,9.394616,30.234022
4277,1628.8605,31.182941,17.908957,18.55663,13.6216,24.416931,52.05404,9.082756,32.528385
4278,1633.4073,32.53514,17.545858,18.959757,15.157476,22.087938,53.244442,8.823874,35.59481
4279,1636.3772,33.543453,16.557266,18.744513,15.637444,23.457062,59.20516,9.283112,36.41073
4280,1648.8942,35.267426,15.019993,20.031097,21.511753,24.708525,60.745884,9.157345,43.36261
4281,1657.4259,38.773933,16.041073,20.509312,25.14471,27.3283,66.70159,9.90131,50.037544
4282,1665.5106,46.857124,18.86444,27.360401,29.327751,31.405512,73.39193,9.728991,48.46692
4283,1746.5096,53.710335,24.410328,32.936356,32.751072,36.042805,91.22816,12.245284,43.437435
4284,3817.023,58.79668,34.110504,59.657265,34.375187,44.84604,101.78328,11.518048,45.793922
4285,3812.2202,61.538887,44.8631,104.41061,37.01728,45.79911,119.9102,12.930494,52.060394
4286,3808.7952,58.045517,48.759224,80.31408,45.186703,62.695694,142.8201,19.793646,51.03231
4287,3813.547,67.47138,54.788643,45.280006,48.399944,76.71031,155.44887,19.511705,56.217197
4288,3819.2212,69.27467,54.00168,30.229223,49.30132,64.67468,140.92824,13.922867,50.642403
4289,3798.3108,64.21275,54.646633,28.616743,47.519497,56.2071,120.17732,11.906202,47.28079
4290,3790.512,58.46615,40.55365,25.209778,37.13152,42.12317,105.16817,12.246565,45.63539
4291,3800.51,56.014458,41.72822,29.364717,32.570362,38.697403,93.49798,13.145249,44.23378
4292,3812.7424,55.053146,28.846754,25.839428,30.207745,33.167885,88.4159,13.965392,43.42889
4293,3439.3223,54.78421,27.456404,23.332047,27.463795,30.869696,71.82557,14.047742,43.577072
4294,1744.2662,50.489124,25.153067,23.29785,21.542965,26.665503,65.38179,12.414942,42.903778
4295,1654.6989,42.550545,18.581656,20.908175,18.249971,21.6624,61.077682,12.198599,39.455917
4296,1648.7799,39.018627,17.586973,20.880695,16.076553,19.764902,58.962627,10.6736355,35.876064
4297,1636.3815,33.65396,18.79537,17.505182,12.903078,20.263332,60.851864,8.517069,32.333736
4298,1632.8339,31.60477,19.086891,17.394264,10.956409,19.479868,57.722496,7.4215693,31.881685
4299,1625.4669,30.843267,18.87214,17.670315,11.951451,19.265902,51.042812,8.104893,32.185112
4300,1624.7242,30.887169,18.761438,17.044954,12.102694,18.985798,53.830532,8.117529,33.115173
4301,1628.4164,30.855274,18.447659,17.509363,14.283508,19.290005,51.642338,10.002827,35.676712
4302,1631.0018,30.932537,18.527407,18.463715,15.438606,20.537687,57.511833,9.81975,40.26301
4303,1630.1451,31.441397,19.52467,17.949993,18.551283,21.28699,57.540802,9.864304,42.41253
4304,1645.6729,34.64799,21.057959,16.164288,22.57785,22.651087,64.084,10.118711,45.54753
4305,1658.2745,38.408142,25.41981,19.80003,25.8129,26.049582,68.45498,10.873909,49.0186
4306,1755.1796,49.760727,35.45988,24.169525,28.034515,28.941702,78.94961,13.177294,48.16626
4307,1746.0638,56.132874,40.409172,31.259857,33.87527,34.30667,101.467964,15.7496605,50.25857
4308,1742.7261,59.498093,44.19899,39.72495,39.18968,41.22596,122.12559,18.002241,50.88707
4309,3815.72,62.987003,44.914143,61.08146,44.00726,50.593735,149.36298,24.39726,53.269035
4310,3820.5442,62.361797,55.469048,67.257835,51.336155,48.80018,157.13791,32.18967,60.181168
4311,3828.8813,64.539604,61.26323,98.24127,59.774975,62.15627,142.85858,31.7171,60.417038
4312,3831.5962,65.4077,70.715546,118.52401,68.778206,74.9368,124.14569,30.895477,57.365425
4313,3812.9087,62.006767,56.037216,84.55276,59.429333,51.43119,114.00357,24.252909,56.442497
4314,3808.6902,54.464508,42.639305,52.401276,47.7654,38.749187,100.13765,17.71514,51.88019
4315,3810.1409,56.107513,49.60463,33.748543,34.48238,35.949257,89.56237,15.088895,49.146782
4316,3814.1282,53.579582,42.953403,24.666739,30.318518,32.95726,83.49352,15.830435,46.97461
4317,991.98663,54.940037,44.74646,21.377533,27.358839,29.461954,77.24278,14.213002,45.15838
4318,996.7723,51.07994,33.77114,22.096842,22.251898,25.927591,66.105064,13.5456705,43.91384
4319,698.7107,42.056164,32.61049,17.085459,19.987164,25.343498,59.408215,12.538834,39.125393
4320,696.5847,35.77398,22.989275,15.879087,18.861973,21.323412,55.916103,12.084339,35.806984
4321,688.3742,30.017817,25.972855,19.2855,15.852983,22.293299,55.17744,10.177298,32.29084
4322,676.41144,29.642849,26.768919,19.654358,15.456173,22.738804,49.569073,10.527438,31.8644
4323,675.1292,28.200676,28.59764,18.95732,13.409653,21.48826,49.10301,10.3800125,32.05796
4324,675.46045,27.200228,25.447313,19.201668,14.016861,22.042442,48.07024,11.333591,33.126156
4325,674.4863,30.133701,24.195593,15.360395,15.542301,21.348894,53.13845,11.758051,34.496853
4326,672.9264,34.20603,26.427954,17.380272,17.2262,20.56002,52.0905,11.809189,39.15557
4327,675.47064,35.43681,24.318182,18.976381,17.243217,21.233187,52.24069,11.214957,42.32161
4328,683.60266,37.149597,24.998766,21.27229,20.281788,22.276983,53.23143,10.27009,43.72373
4329,698.24255,43.71455,30.10906,23.578827,22.316444,24.387102,59.55731,10.481944,47.24936
4330,704.3413,54.890484,29.853495,28.99989,27.709957,25.884325,68.30619,13.91756,51.565178
4331,701.49207,58.578102,42.812584,31.435286,33.549606,31.566195,75.59553,14.262806,50.73172
4332,998.5055,60.217724,45.448414,35.37802,40.017498,37.21632,92.57386,19.188606,48.294334
4333,997.1008,55.98372,47.07718,53.155743,49.71275,43.330933,100.48939,25.345823,49.729866
4334,999.0494,61.629673,59.827366,88.50518,57.302513,49.675854,108.14408,37.254517,51.656677
4335,1005.0357,69.81413,63.505585,133.3254,69.37334,52.90674,111.459236,38.094772,64.17978
4336,1006.77435,66.44484,61.65785,110.34049,61.55666,53.790802,111.356415,36.784447,69.7592
4337,998.87836,60.486763,41.40306,63.38702,47.954147,47.631702,108.89472,26.403452,64.14955
4338,998.47266,54.320534,37.30687,38.98755,36.059566,41.934143,94.73727,21.11553,55.22601
4339,992.72296,55.235626,36.507126,28.432613,31.4879,40.39498,88.22653,18.2345,55.28958
4340,995.9706,54.23123,34.08703,26.109905,28.414375,36.522655,83.02786,17.353422,55.131195
4341,996.7135,52.98845,30.505133,30.146112,28.521011,30.540255,71.98267,16.153673,43.804543
4342,701.63,50.029152,27.561945,22.669956,25.51929,27.536963,67.188965,14.71654,44.251923
4343,697.4131,38.01822,21.867767,21.715054,24.521847,21.415922,60.745377,13.070871,42.81245
4344,687.25775,32.002796,19.052917,21.151865,21.328629,20.610678,53.214962,12.767435,36.67424
4345,683.35474,28.513893,20.442894,18.674507,24.207012,20.361685,51.511127,11.223974,33.300213
4346,684.3119,27.514053,21.189854,17.64378,20.725708,18.81635,49.509235,11.294676,31.967262
4347,684.6888,26.347351,20.668188,16.622005,18.183521,18.69959,49.24936,10.931621,30.405233
4348,684.37524,26.910233,21.31551,15.785902,17.571754,18.600843,50.162334,11.755796,30.371325
4349,684.95734,30.496052,19.708155,16.86931,18.445076,18.45421,54.565456,11.969061,32.47753
4350,686.07294,33.96154,20.94644,14.863736,18.556265,18.055548,58.527554,11.029433,32.737186
4351,687.3184,37.79196,18.755354,16.617884,16.941404,18.428818,59.373665,11.334726,34.82479
4352,691.6478,46.22828,18.146246,17.091415,18.092478,20.383026,63.604034,11.208233,40.961998
4353,700.06946,53.13657,18.945154,17.195843,21.205223,24.06675,68.52923,12.173389,48.555458
4354,702.8545,55.917236,21.97944,21.590748,28.124294,28.955942,82.38623,19.188707,50.882782
4355,998.98486,56.783134,25.393583,26.142183,30.664837,36.688766,93.21322,23.081106,49.582127
4356,999.249,55.28153,28.234665,31.856138,33.26508,39.157127,102.83927,28.903603,47.930573
4357,999.01056,54.19989,46.19992,50.799725,36.392216,54.990707,120.12676,45.30064,51.998238
4358,1002.31433,63.567295,56.664177,72.223915,45.521503,63.55577,127.74918,84.5394,71.219215
4359,1001.11676,75.44523,55.44999,79.73417,53.39575,76.69353,137.51428,90.176155,82.030556
4360,1000.59045,77.52969,55.82177,53.637806,48.744144,82.23438,127.9643,74.78608,91.74573
4361,996.8418,71.45589,42.97691,35.446117,48.911438,71.308846,101.527565,46.162334,86.90645
4362,995.58264,64.63868,29.397163,28.85654,46.241817,44.55641,86.98606,22.243477,63.99106
4363,998.0481,55.708965,27.775743,24.992886,33.80498,35.8396,81.422844,15.419823,48.036434
4364,997.7921,50.11682,28.653978,27.019802,29.803396,32.50927,70.757545,13.808022,45.906765
4365,997.28894,51.39368,28.602173,24.360004,27.927864,29.650244,69.34843,16.099424,39.011024
4366,700.12213,50.675842,25.390886,21.516468,24.350636,27.923046,61.045498,15.782893,44.81093
4367,692.6438,47.100414,19.728148,20.95354,20.797783,25.71062,58.126724,13.748029,45.68763
4368,682.5605,35.723778,21.902094,20.69049,18.372982,23.704273,49.242897,10.852805,41.09635
4369,684.40405,30.873615,20.09297,16.538826,15.546711,25.12639,51.618565,8.515352,34.75103
4370,684.69995,31.07589,18.958529,16.651669,15.68911,24.367224,51.972176,7.5121307,32.797424
4371,684.5483,29.178844,14.308934,16.03799,15.237497,25.045973,49.57513,7.010937,30.93248
4372,684.8312,27.658218,20.102749,15.842797,14.369709,25.759356,52.07465,8.369998,28.413057
4373,685.3494,31.381495,21.47021,16.87934,15.694197,27.191303,51.78185,9.373803,29.968609
4374,685.4542,35.57919,19.394491,15.481101,15.8902855,26.744413,57.17008,8.361301,29.45346
4375,687.2556,38.58531,17.240568,15.012509,17.350609,28.489565,55.92496,10.714599,33.26758
4376,690.7791,46.995445,17.884491,17.379835,21.169971,32.969406,63.08072,10.983318,38.17584
4377,700.0351,51.12458,21.314665,19.240849,24.01131,33.0703,65.546394,12.893974,47.42758
4378,703.44916,55.16604,24.80927,21.054031,28.749838,34.910408,76.51468,14.228729,51.985767
4379,1000.2434,52.496376,27.31647,22.42676,32.621193,37.289013,95.30725,24.70239,50.965546
4380,1000.73846,52.180035,33.949562,27.7403,35.077324,53.791138,109.46193,36.214325,50.604675
4381,999.505,60.640644,34.506084,34.813766,42.099903,74.46663,124.92858,63.032032,50.7973
4382,996.40784,65.11809,39.97976,42.905006,49.021076,85.2782,137.66916,92.749,64.25087
4383,1001.276,75.57161,59.41439,44.175713,54.649998,203.65154,146.69177,89.72373,72.29092
4384,1002.8246,75.541145,52.748455,37.87603,55.571407,197.88281,124.44346,48.05959,82.6891
4385,1000.6237,58.6241,42.818672,28.261627,55.264767,91.85298,100.91134,32.70679,58.584137
4386,987.9472,52.71822,31.272722,26.583735,42.20034,84.12939,89.43249,28.247892,49.793407
4387,989.04803,51.620407,35.74286,29.83421,36.934525,76.50827,81.925766,23.00755,46.13837
4388,990.5468,53.834335,36.27507,25.070133,34.31712,71.21121,77.10224,19.01029,45.88569
4389,993.47766,54.817398,33.906357,23.240532,31.546528,65.12282,64.58251,17.76487,43.97576
4390,700.3508,52.132973,35.66793,22.767063,27.140043,63.775368,57.988636,13.259454,41.75467
4391,687.60266,48.410797,33.671062,22.410091,21.400099,54.37922,52.188187,9.804378,48.351788
4392,681.0639,40.247543,29.704165,19.831522,18.24054,52.18824,47.051693,8.82793,45.22779
4393,682.3187,32.82306,30.708193,17.046427,15.477783,57.31908,47.22209,6.589443,41.58663
4394,678.7234,31.064507,31.055742,17.222794,15.65785,54.183235,49.23189,7.256566,39.510246
4395,673.14465,29.692438,30.08026,17.139023,15.996111,54.418896,41.64799,7.15646,36.656357
4396,673.2101,31.478891,24.475594,17.044668,15.791176,56.120003,47.15906,7.192932,35.789013
4397,677.5659,34.484177,26.810522,16.887096,16.04007,56.112312,48.431026,7.301708,35.713703
4398,680.23126,36.797863,25.96282,16.557827,17.906403,56.945473,55.23864,7.884783,35.989933
