Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
natural_gas_steam_turbine_14,1,430.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas_steam_turbine_15,1,169.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas_steam_turbine_16,1,169.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
natural_gas_steam_turbine_17,1,122.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuclear,1,2520.0,0.0,0.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nuclear_1,1,2460.0,0.0,0.0,2460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onshore_wind_turbine,1,34182.0,0.0,0.0,34182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small_hydroelectric,1,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_photovoltaic,1,9323.0,0.0,0.0,9323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Battery,1,726.0,0.0,0.0,726.0,2904.0,0.0,0.0,2904.0,0.0,0.0,0.0,0.0
Total,n/a,117047.0,0.0,0.0,117047.0,2904.0,0.0,0.0,2904.0,0.0,0.0,0.0,0.0
