Closing Price,Date
3.199,8/2/2012
3.149,8/3/2012
2.93,8/6/2012
2.906,8/7/2012
2.994,8/8/2012
2.958,8/9/2012
2.894,8/10/2012
2.841,8/13/2012
2.781,8/14/2012
2.807,8/15/2012
2.818,8/16/2012
2.775,8/17/2012
2.702,8/20/2012
2.75,8/21/2012
2.8,8/22/2012
2.801,8/23/2012
2.817,8/24/2012
2.781,8/27/2012
2.789,8/28/2012
2.723,8/29/2012
2.637,8/30/2012
2.735,8/31/2012
2.761,9/4/2012
2.805,9/5/2012
2.874,9/6/2012
2.844,9/7/2012
2.734,9/10/2012
2.669,9/11/2012
2.834,9/12/2012
2.955,9/13/2012
3.014,9/14/2012
2.946,9/17/2012
2.83,9/18/2012
2.751,9/19/2012
2.752,9/20/2012
2.76,9/21/2012
2.827,9/24/2012
2.823,9/25/2012
2.846,9/26/2012
2.92,9/27/2012
3.018,9/28/2012
3.059,10/1/2012
3.187,10/2/2012
3.201,10/3/2012
3.206,10/4/2012
3.246,10/5/2012
3.271,10/8/2012
3.173,10/9/2012
3.179,10/10/2012
3.254,10/11/2012
3.282,10/12/2012
3.368,10/15/2012
3.332,10/16/2012
3.265,10/17/2012
3.27,10/18/2012
3.307,10/19/2012
3.433,10/22/2012
3.49,10/23/2012
3.346,10/24/2012
3.444,10/25/2012
3.394,10/26/2012
3.349,10/29/2012
3.428,10/30/2012
3.422,10/31/2012
3.513,11/1/2012
3.5,11/2/2012
3.388,11/5/2012
3.345,11/6/2012
3.415,11/7/2012
3.471,11/8/2012
3.452,11/9/2012
3.314,11/12/2012
3.41,11/13/2012
3.583,11/14/2012
3.668,11/15/2012
3.635,11/16/2012
3.483,11/19/2012
3.634,11/20/2012
3.625,11/21/2012
3.59,11/23/2012
3.59,11/26/2012
3.745,11/27/2012
3.772,11/28/2012
3.701,11/29/2012
3.611,11/30/2012
3.501,12/3/2012
3.424,12/4/2012
3.351,12/5/2012
3.39,12/6/2012
3.443,12/7/2012
3.326,12/10/2012
3.365,12/11/2012
3.384,12/12/2012
3.331,12/13/2012
3.268,12/14/2012
3.145,12/17/2012
3.214,12/18/2012
3.288,12/19/2012
3.25,12/20/2012
3.343,12/21/2012
3.418,12/24/2012
3.299,12/26/2012
3.334,12/27/2012
3.31,12/28/2012
3.413,12/31/2012
3.381,1/2/2013
3.292,1/3/2013
3.183,1/4/2013
3.185,1/7/2013
3.297,1/8/2013
3.208,1/9/2013
3.129,1/10/2013
3.08,1/11/2013
3.185,1/14/2013
3.385,1/15/2013
3.4,1/16/2013
3.427,1/17/2013
3.438,1/18/2013
3.539,1/21/2013
3.646,1/23/2013
3.529,1/24/2013
3.549,1/25/2013
3.423,1/28/2013
3.238,1/29/2013
3.161,1/30/2013
3.252,1/31/2013
3.328,2/1/2013
3.33,2/4/2013
3.282,2/5/2013
3.333,2/6/2013
3.412,2/7/2013
3.372,2/8/2013
3.257,2/11/2013
3.209,2/12/2013
3.306,2/13/2013
3.29,2/14/2013
3.287,2/15/2013
3.204,2/18/2013
3.238,2/20/2013
3.336,2/21/2013
3.291,2/22/2013
3.274,2/25/2013
3.428,2/26/2013
3.468,2/27/2013
3.481,2/28/2013
3.501,3/1/2013
3.545,3/4/2013
3.526,3/5/2013
3.629,3/6/2013
3.57,3/7/2013
3.538,3/8/2013
3.575,3/11/2013
3.634,3/12/2013
3.714,3/13/2013
3.722,3/14/2013
3.751,3/15/2013
3.877,3/18/2013
3.987,3/19/2013
3.959,3/20/2013
3.96,3/21/2013
4.017,3/22/2013
4.003,3/25/2013
4.098,3/26/2013
3.993,3/27/2013
4.094,3/28/2013
4.032,4/1/2013
3.957,4/2/2013
4.083,4/3/2013
4,4/4/2013
3.939,4/5/2013
4.048,4/8/2013
4.18,4/9/2013
4.084,4/10/2013
4.058,4/11/2013
4.11,4/12/2013
4.223,4/15/2013
4.235,4/16/2013
4.208,4/17/2013
4.21,4/18/2013
4.232,4/19/2013
4.376,4/22/2013
4.33,4/23/2013
4.27,4/24/2013
4.25,4/25/2013
4.18,4/26/2013
4.155,4/29/2013
4.272,4/30/2013
4.31,5/1/2013
4.304,5/2/2013
4.282,5/3/2013
3.954,5/6/2013
3.921,5/7/2013
3.883,5/8/2013
3.869,5/9/2013
3.877,5/10/2013
3.91,5/13/2013
3.875,5/14/2013
3.94,5/15/2013
4.027,5/16/2013
3.994,5/17/2013
3.887,5/20/2013
4.12,5/21/2013
4.135,5/22/2013
4.169,5/23/2013
4.138,5/24/2013
4.154,5/28/2013
4.176,5/29/2013
4.148,5/30/2013
4.1,5/31/2013
4.027,6/3/2013
4,6/4/2013
4.008,6/5/2013
3.984,6/6/2013
3.912,6/7/2013
3.78,6/10/2013
3.854,6/11/2013
3.766,6/12/2013
3.739,6/13/2013
3.727,6/14/2013
3.772,6/17/2013
3.787,6/18/2013
3.9,6/19/2013
3.932,6/20/2013
3.899,6/21/2013
3.83,6/24/2013
3.812,6/25/2013
3.771,6/26/2013
3.724,6/27/2013
3.728,6/28/2013
3.555,7/1/2013
3.536,7/2/2013
3.577,7/3/2013
3.518,7/5/2013
3.515,7/8/2013
3.657,7/9/2013
3.697,7/10/2013
3.704,7/11/2013
3.643,7/12/2013
3.606,7/15/2013
3.691,7/16/2013
3.69,7/17/2013
3.671,7/18/2013
3.676,7/19/2013
3.787,7/22/2013
3.709,7/23/2013
3.697,7/24/2013
3.701,7/25/2013
3.661,7/26/2013
3.597,7/29/2013
3.475,7/30/2013
3.494,7/31/2013
3.454,8/1/2013
3.435,8/2/2013
3.385,8/5/2013
3.33,8/6/2013
3.38,8/7/2013
3.325,8/8/2013
3.278,8/9/2013
3.315,8/12/2013
3.366,8/13/2013
3.346,8/14/2013
3.36,8/15/2013
3.329,8/16/2013
3.346,8/19/2013
3.456,8/20/2013
3.494,8/21/2013
3.508,8/22/2013
3.52,8/23/2013
3.503,8/26/2013
3.583,8/27/2013
3.495,8/28/2013
3.561,8/29/2013
3.589,8/30/2013
3.59,9/3/2013
3.643,9/4/2013
3.679,9/5/2013
3.697,9/6/2013
3.545,9/9/2013
3.616,9/10/2013
3.649,9/11/2013
3.603,9/12/2013
3.574,9/13/2013
3.604,9/16/2013
3.636,9/17/2013
3.77,9/18/2013
3.718,9/19/2013
3.725,9/20/2013
3.678,9/23/2013
3.659,9/24/2013
3.585,9/25/2013
3.522,9/26/2013
3.486,9/27/2013
3.507,9/30/2013
3.48,10/1/2013
3.562,10/2/2013
3.629,10/3/2013
3.581,10/4/2013
3.568,10/7/2013
3.617,10/8/2013
3.719,10/9/2013
3.701,10/10/2013
3.741,10/11/2013
3.724,10/14/2013
3.819,10/15/2013
3.83,10/16/2013
3.844,10/17/2013
3.749,10/18/2013
3.72,10/21/2013
3.768,10/22/2013
3.701,10/23/2013
3.66,10/24/2013
3.645,10/25/2013
3.686,10/28/2013
3.608,10/29/2013
3.565,10/30/2013
3.554,10/31/2013
3.568,11/1/2013
3.453,11/4/2013
3.378,11/5/2013
3.369,11/6/2013
3.464,11/7/2013
3.585,11/8/2013
3.544,11/11/2013
3.624,11/12/2013
3.694,11/13/2013
3.686,11/14/2013
3.523,11/15/2013
3.559,11/18/2013
3.709,11/19/2013
3.631,11/20/2013
3.625,11/21/2013
3.68,11/22/2013
3.775,11/25/2013
3.852,11/26/2013
3.871,11/27/2013
3.871,11/29/2013
3.84,12/2/2013
3.853,12/3/2013
3.841,12/4/2013
3.893,12/5/2013
3.968,12/6/2013
4.145,12/9/2013
4.242,12/10/2013
4.325,12/11/2013
4.236,12/12/2013
4.401,12/13/2013
4.443,12/16/2013
4.206,12/17/2013
4.2,12/18/2013
4.25,12/19/2013
4.247,12/20/2013
4.351,12/23/2013
4.524,12/24/2013
4.477,12/26/2013
4.401,12/27/2013
4.344,12/30/2013
4.412,12/31/2013
4.307,1/2/2014
4.321,1/3/2014
4.391,1/6/2014
4.499,1/7/2014
4.583,1/8/2014
4.359,1/9/2014
4.151,1/10/2014
3.948,1/13/2014
4.194,1/14/2014
4.361,1/15/2014
4.453,1/16/2014
4.546,1/17/2014
4.39,1/21/2014
4.608,1/22/2014
4.922,1/23/2014
5.637,1/24/2014
5.165,1/27/2014
5.659,1/28/2014
5.251,1/29/2014
5.226,1/30/2014
5.272,1/31/2014
5.04,2/3/2014
5.039,2/4/2014
5.775,2/5/2014
8.115,2/6/2014
6.899,2/7/2014
5.92,2/10/2014
8.147,2/11/2014
7.754,2/12/2014
5.955,2/13/2014
5.336,2/14/2014
5.542,2/17/2014
5.8,2/19/2014
6,2/20/2014
5.957,2/21/2014
6.238,2/24/2014
6.075,2/25/2014
5.206,2/26/2014
4.808,2/27/2014
4.614,2/28/2014
4.804,3/3/2014
7.092,3/4/2014
7.983,3/5/2014
6.457,3/6/2014
4.885,3/7/2014
4.775,3/10/2014
4.671,3/11/2014
4.671,3/12/2014
4.721,3/13/2014
4.41,3/14/2014
4.403,3/17/2014
4.574,3/18/2014
4.422,3/19/2014
4.428,3/20/2014
4.39,3/21/2014
4.327,3/24/2014
4.416,3/25/2014
4.529,3/26/2014
4.443,3/27/2014
4.394,3/28/2014
4.496,3/31/2014
4.48,4/1/2014
4.387,4/2/2014
4.385,4/3/2014
4.512,4/4/2014
4.491,4/7/2014
4.578,4/8/2014
4.573,4/9/2014
4.665,4/10/2014
4.565,4/11/2014
4.674,4/14/2014
4.643,4/15/2014
4.692,4/16/2014
4.64,4/17/2014
4.587,4/18/2014
4.587,4/21/2014
4.762,4/22/2014
4.756,4/23/2014
4.813,4/24/2014
4.827,4/25/2014
4.716,4/28/2014
4.781,4/29/2014
4.836,4/30/2014
4.794,5/1/2014
4.792,5/2/2014
4.725,5/5/2014
4.729,5/6/2014
4.799,5/7/2014
4.823,5/8/2014
4.767,5/9/2014
4.587,5/12/2014
4.515,5/13/2014
4.469,5/14/2014
4.429,5/15/2014
4.42,5/16/2014
4.471,5/19/2014
4.536,5/20/2014
4.529,5/21/2014
4.573,5/22/2014
4.529,5/23/2014
4.402,5/27/2014
4.427,5/28/2014
4.559,5/29/2014
4.627,5/30/2014
4.488,6/2/2014
4.535,6/3/2014
4.62,6/4/2014
4.58,6/5/2014
4.657,6/6/2014
4.658,6/9/2014
4.673,6/10/2014
4.618,6/11/2014
4.512,6/12/2014
4.507,6/13/2014
4.696,6/16/2014
4.714,6/17/2014
4.68,6/18/2014
4.725,6/19/2014
4.668,6/20/2014
4.533,6/23/2014
4.488,6/24/2014
4.502,6/25/2014
4.584,6/26/2014
4.567,6/27/2014
4.389,6/30/2014
4.427,7/1/2014
4.466,7/2/2014
4.426,7/3/2014
4.306,7/7/2014
4.284,7/8/2014
4.18,7/9/2014
4.166,7/10/2014
4.152,7/11/2014
4.127,7/14/2014
4.125,7/15/2014
4.134,7/16/2014
4.157,7/17/2014
4.043,7/18/2014
4.08,7/21/2014
3.867,7/22/2014
3.813,7/23/2014
3.826,7/24/2014
3.826,7/25/2014
3.858,7/28/2014
3.844,7/29/2014
3.785,7/30/2014
3.776,7/31/2014
3.813,8/1/2014
3.77,8/4/2014
3.871,8/5/2014
3.923,8/6/2014
3.916,8/7/2014
3.991,8/8/2014
3.94,8/11/2014
4.001,8/12/2014
3.941,8/13/2014
3.895,8/14/2014
3.854,8/15/2014
3.798,8/18/2014
3.775,8/19/2014
3.837,8/20/2014
3.881,8/21/2014
3.882,8/22/2014
3.895,8/25/2014
3.94,8/26/2014
3.99,8/27/2014
4.022,8/28/2014
4.057,8/29/2014
4.043,9/2/2014
4.008,9/3/2014
3.938,9/4/2014
3.909,9/5/2014
3.861,9/8/2014
3.864,9/9/2014
3.932,9/10/2014
3.984,9/11/2014
3.938,9/12/2014
3.823,9/15/2014
3.92,9/16/2014
3.854,9/17/2014
3.974,9/18/2014
3.991,9/19/2014
3.875,9/22/2014
3.879,9/23/2014
3.895,9/24/2014
3.839,9/25/2014
3.891,9/26/2014
3.921,9/29/2014
4.021,9/30/2014
4.141,10/1/2014
4.14,10/2/2014
3.995,10/3/2014
3.938,10/6/2014
3.888,10/7/2014
3.879,10/8/2014
3.884,10/9/2014
3.87,10/10/2014
3.856,10/13/2014
3.872,10/14/2014
3.912,10/15/2014
3.813,10/16/2014
3.798,10/17/2014
3.725,10/20/2014
3.694,10/21/2014
3.617,10/22/2014
3.69,10/23/2014
3.601,10/24/2014
3.527,10/27/2014
3.555,10/28/2014
3.526,10/29/2014
3.601,10/30/2014
3.755,10/31/2014
3.823,11/3/2014
3.744,11/4/2014
3.667,11/5/2014
3.832,11/6/2014
3.924,11/7/2014
4.03,11/10/2014
4.184,11/11/2014
4.103,11/12/2014
4.197,11/13/2014
4.166,11/14/2014
4.05,11/17/2014
4.259,11/18/2014
4.331,11/19/2014
4.407,11/20/2014
4.428,11/21/2014
4.315,11/24/2014
4.087,11/25/2014
4.151,11/26/2014
4.149,11/28/2014
4.3,12/1/2014
3.895,12/2/2014
3.771,12/3/2014
3.633,12/4/2014
3.537,12/5/2014
3.419,12/8/2014
3.534,12/9/2014
3.632,12/10/2014
3.65,12/11/2014
3.683,12/12/2014
3.571,12/15/2014
3.715,12/16/2014
3.579,12/17/2014
3.721,12/18/2014
3.712,12/19/2014
3.464,12/22/2014
3.054,12/23/2014
2.991,12/24/2014
2.735,12/26/2014
2.735,12/29/2014
3.065,12/30/2014
3.137,12/31/2014
3.031,1/2/2015
3.006,1/5/2015
3.217,1/6/2015
2.984,1/7/2015
3.08,1/8/2015
2.92,1/9/2015
2.963,1/12/2015
2.898,1/13/2015
2.918,1/14/2015
3.149,1/15/2015
3.321,1/16/2015
3.105,1/20/2015
2.944,1/21/2015
2.953,1/22/2015
2.947,1/23/2015
2.955,1/26/2015
2.921,1/27/2015
2.96,1/28/2015
2.89,1/29/2015
2.878,1/30/2015
2.694,2/2/2015
2.658,2/3/2015
2.668,2/4/2015
2.731,2/5/2015
2.656,2/6/2015
2.563,2/9/2015
2.618,2/10/2015
2.666,2/11/2015
2.863,2/12/2015
2.861,2/13/2015
2.746,2/16/2015
2.746,2/17/2015
2.957,2/18/2015
2.923,2/19/2015
2.972,2/20/2015
3.016,2/23/2015
3.215,2/24/2015
3.126,2/25/2015
3.209,2/26/2015
3.11,2/27/2015
2.785,3/2/2015
2.89,3/3/2015
3.003,3/4/2015
3.266,3/5/2015
3.274,3/6/2015
2.893,3/9/2015
2.747,3/10/2015
2.758,3/11/2015
2.794,3/12/2015
2.819,3/13/2015
2.721,3/16/2015
2.682,3/17/2015
2.817,3/18/2015
2.795,3/19/2015
2.863,3/20/2015
2.893,3/23/2015
2.723,3/24/2015
2.789,3/25/2015
2.773,3/26/2015
2.764,3/27/2015
2.654,3/30/2015
2.641,3/31/2015
2.653,4/1/2015
2.619,4/2/2015
2.63,4/6/2015
2.643,4/7/2015
2.71,4/8/2015
2.72,4/9/2015
2.641,4/10/2015
2.583,4/13/2015
2.583,4/14/2015
2.568,4/15/2015
2.624,4/16/2015
2.612,4/17/2015
2.665,4/20/2015
2.57,4/21/2015
2.594,4/22/2015
2.629,4/23/2015
2.59,4/24/2015
2.593,4/27/2015
2.503,4/28/2015
2.551,4/29/2015
2.574,4/30/2015
2.558,5/1/2015
2.683,5/4/2015
2.719,5/5/2015
2.759,5/6/2015
2.744,5/7/2015
2.775,5/8/2015
2.778,5/11/2015
2.854,5/12/2015
2.848,5/13/2015
2.868,5/14/2015
2.87,5/15/2015
2.959,5/18/2015
3.005,5/19/2015
3.061,5/20/2015
3.043,5/21/2015
2.955,5/22/2015
2.878,5/26/2015
2.82,5/27/2015
2.837,5/28/2015
2.781,5/29/2015
2.66,6/1/2015
2.615,6/2/2015
2.628,6/3/2015
2.65,6/4/2015
2.601,6/5/2015
2.558,6/8/2015
2.723,6/9/2015
2.807,6/10/2015
2.936,6/11/2015
2.877,6/12/2015
2.765,6/15/2015
2.89,6/16/2015
2.944,6/17/2015
2.931,6/18/2015
2.857,6/19/2015
2.81,6/22/2015
2.786,6/23/2015
2.83,6/24/2015
2.777,6/25/2015
2.795,6/26/2015
2.774,6/29/2015
2.802,6/30/2015
2.777,7/1/2015
2.823,7/2/2015
2.788,7/6/2015
2.764,7/7/2015
2.77,7/8/2015
2.745,7/9/2015
2.704,7/10/2015
2.768,7/13/2015
2.88,7/14/2015
2.951,7/15/2015
2.926,7/16/2015
2.9,7/17/2015
2.884,7/20/2015
2.837,7/21/2015
2.924,7/22/2015
2.888,7/23/2015
2.92,7/24/2015
2.811,7/27/2015
2.843,7/28/2015
2.891,7/29/2015
2.908,7/30/2015
2.865,7/31/2015
2.761,8/3/2015
2.759,8/4/2015
2.832,8/5/2015
2.854,8/6/2015
2.763,8/7/2015
2.824,8/10/2015
2.851,8/11/2015
2.844,8/12/2015
2.933,8/13/2015
2.935,8/14/2015
2.825,8/17/2015
2.786,8/18/2015
2.709,8/19/2015
2.77,8/20/2015
2.726,8/21/2015
2.701,8/24/2015
2.647,8/25/2015
2.707,8/26/2015
2.733,8/27/2015
2.687,8/28/2015
2.656,8/31/2015
2.7,9/1/2015
2.749,9/2/2015
2.741,9/3/2015
2.673,9/4/2015
2.671,9/8/2015
2.738,9/9/2015
2.737,9/10/2015
2.707,9/11/2015
2.668,9/14/2015
2.704,9/15/2015
2.743,9/16/2015
2.688,9/17/2015
2.685,9/18/2015
2.629,9/21/2015
2.607,9/22/2015
2.586,9/23/2015
2.624,9/24/2015
2.581,9/25/2015
2.599,9/28/2015
2.655,9/29/2015
2.568,9/30/2015
2.47,10/1/2015
2.368,10/2/2015
2.296,10/5/2015
2.337,10/6/2015
2.352,10/7/2015
2.503,10/8/2015
2.49,10/9/2015
2.42,10/12/2015
2.48,10/13/2015
2.474,10/14/2015
2.466,10/15/2015
2.54,10/16/2015
2.42,10/19/2015
2.429,10/20/2015
2.461,10/21/2015
2.372,10/22/2015
2.37,10/23/2015
2.279,10/26/2015
2.178,10/27/2015
2.137,10/28/2015
2.141,10/29/2015
2.147,10/30/2015
1.983,11/2/2015
1.922,11/3/2015
1.916,11/4/2015
2.04,11/5/2015
2.121,11/6/2015
2.191,11/9/2015
2.099,11/10/2015
2.141,11/11/2015
2.134,11/12/2015
2.05,11/13/2015
2.022,11/16/2015
2.164,11/17/2015
2.048,11/18/2015
2.096,11/19/2015
2.213,11/20/2015
2.179,11/23/2015
2.184,11/24/2015
2.141,11/25/2015
2.057,11/30/2015
2.114,12/1/2015
2.167,12/2/2015
2.185,12/3/2015
2.136,12/4/2015
2.095,12/7/2015
2.058,12/8/2015
2.008,12/9/2015
1.999,12/10/2015
1.947,12/11/2015
1.785,12/14/2015
1.701,12/15/2015
1.663,12/16/2015
1.704,12/17/2015
1.793,12/18/2015
1.74,12/21/2015
1.761,12/22/2015
1.732,12/23/2015
1.629,12/24/2015
1.558,12/28/2015
2.109,12/29/2015
2.392,12/30/2015
2.279,12/31/2015
2.317,1/4/2016
2.387,1/5/2016
2.33,1/6/2016
2.373,1/7/2016
2.346,1/8/2016
2.471,1/11/2016
2.536,1/12/2016
2.403,1/13/2016
2.277,1/14/2016
2.211,1/15/2016
2.184,1/19/2016
2.229,1/20/2016
2.175,1/21/2016
2.219,1/22/2016
2.21,1/25/2016
2.16,1/26/2016
2.263,1/27/2016
2.264,1/28/2016
2.149,1/29/2016
2.284,2/1/2016
2.215,2/2/2016
2.07,2/3/2016
2.057,2/4/2016
2.067,2/5/2016
2.084,2/8/2016
2.233,2/9/2016
2.173,2/10/2016
2.156,2/11/2016
2.15,2/12/2016
2.081,2/16/2016
1.95,2/17/2016
1.93,2/18/2016
1.893,2/19/2016
1.834,2/22/2016
1.857,2/23/2016
1.845,2/24/2016
1.79,2/25/2016
1.784,2/26/2016
1.691,2/29/2016
1.615,3/1/2016
1.568,3/2/2016
1.6,3/3/2016
1.591,3/4/2016
1.49,3/7/2016
1.558,3/8/2016
1.597,3/9/2016
1.605,3/10/2016
1.722,3/11/2016
1.736,3/14/2016
1.684,3/15/2016
1.809,3/16/2016
1.773,3/17/2016
1.844,3/18/2016
1.837,3/21/2016
1.79,3/22/2016
1.793,3/23/2016
1.832,3/24/2016
1.78,3/28/2016
1.732,3/29/2016
1.771,3/30/2016
1.874,3/31/2016
1.983,4/1/2016
1.879,4/4/2016
1.956,4/5/2016
1.916,4/6/2016
1.909,4/7/2016
1.962,4/8/2016
1.991,4/11/2016
1.897,4/12/2016
1.972,4/13/2016
2.005,4/14/2016
1.927,4/15/2016
1.705,4/18/2016
1.764,4/19/2016
1.94,4/20/2016
2.027,4/21/2016
1.955,4/22/2016
1.924,4/25/2016
1.967,4/26/2016
1.897,4/27/2016
1.88,4/28/2016
1.89,4/29/2016
1.891,5/2/2016
1.91,5/3/2016
1.94,5/4/2016
2.03,5/5/2016
2.05,5/6/2016
1.863,5/9/2016
2.012,5/10/2016
2.039,5/11/2016
2.01,5/12/2016
2.01,5/13/2016
1.96,5/16/2016
1.91,5/17/2016
1.965,5/18/2016
1.91,5/19/2016
1.83,5/20/2016
1.81,5/23/2016
1.961,5/24/2016
1.91,5/25/2016
1.77,5/26/2016
1.75,5/27/2016
1.77,5/31/2016
2.116,6/1/2016
2.251,6/2/2016
2.301,6/3/2016
2.31,6/6/2016
2.32,6/7/2016
2.3,6/8/2016
2.356,6/9/2016
2.337,6/10/2016
2.46,6/13/2016
2.55,6/14/2016
2.547,6/15/2016
2.624,6/16/2016
2.623,6/17/2016
2.594,6/20/2016
2.742,6/21/2016
2.785,6/22/2016
2.818,6/23/2016
2.694,6/24/2016
2.707,6/27/2016
2.788,6/28/2016
2.889,6/29/2016
2.944,6/30/2016
2.9,7/1/2016
2.894,7/5/2016
2.822,7/6/2016
2.776,7/7/2016
2.872,7/8/2016
2.795,7/11/2016
2.878,7/12/2016
2.77,7/13/2016
2.814,7/14/2016
2.791,7/15/2016
2.695,7/18/2016
2.825,7/19/2016
2.829,7/20/2016
2.756,7/21/2016
2.733,7/22/2016
2.799,7/25/2016
2.838,7/26/2016
2.761,7/27/2016
2.839,7/28/2016
2.792,7/29/2016
2.968,8/1/2016
2.89,8/2/2016
2.789,8/3/2016
2.889,8/4/2016
2.919,8/5/2016
2.879,8/8/2016
2.846,8/9/2016
2.783,8/10/2016
2.755,8/11/2016
2.697,8/12/2016
2.7,8/15/2016
2.748,8/16/2016
2.748,8/17/2016
2.758,8/18/2016
2.746,8/19/2016
2.665,8/22/2016
2.749,8/23/2016
2.733,8/24/2016
2.82,8/25/2016
2.89,8/26/2016
2.905,8/29/2016
2.969,8/30/2016
2.949,8/31/2016
2.951,9/1/2016
2.939,9/2/2016
2.881,9/6/2016
2.765,9/7/2016
2.86,9/8/2016
2.875,9/9/2016
2.934,9/12/2016
3.036,9/13/2016
3.083,9/14/2016
3.068,9/15/2016
2.976,9/16/2016
2.966,9/19/2016
2.998,9/20/2016
3.119,9/21/2016
3.19,9/22/2016
3.176,9/23/2016
3.059,9/26/2016
3.088,9/27/2016
3.068,9/28/2016
3.026,9/29/2016
2.978,9/30/2016
2.84,10/3/2016
2.86,10/4/2016
2.833,10/5/2016
2.877,10/6/2016
3.038,10/7/2016
3.02,10/10/2016
3.177,10/11/2016
3.166,10/12/2016
3.208,10/13/2016
3.163,10/14/2016
3.176,10/17/2016
3.211,10/18/2016
3.251,10/19/2016
3.184,10/20/2016
3.122,10/21/2016
2.917,10/24/2016
2.777,10/25/2016
2.686,10/26/2016
2.73,10/27/2016
2.716,10/28/2016
2.7,10/31/2016
2.845,11/1/2016
2.525,11/2/2016
2.303,11/3/2016
2.41,11/4/2016
2.2,11/7/2016
2.371,11/8/2016
2.335,11/9/2016
2.221,11/10/2016
2.08,11/11/2016
2.056,11/14/2016
2.255,11/15/2016
2.487,11/16/2016
2.547,11/17/2016
2.369,11/18/2016
2.598,11/21/2016
2.806,11/22/2016
2.729,11/23/2016
2.756,11/28/2016
2.96,11/29/2016
3.023,11/30/2016
3.317,12/1/2016
3.441,12/2/2016
3.441,12/5/2016
3.624,12/6/2016
3.75,12/7/2016
3.799,12/8/2016
3.68,12/9/2016
3.754,12/12/2016
3.6,12/13/2016
3.649,12/14/2016
3.553,12/15/2016
3.559,12/16/2016
3.505,12/19/2016
3.548,12/20/2016
3.391,12/21/2016
3.499,12/22/2016
3.58,12/23/2016
3.596,12/27/2016
3.704,12/28/2016
3.708,12/29/2016
3.711,12/30/2016
3.738,1/3/2017
3.408,1/4/2017
3.418,1/5/2017
3.319,1/6/2017
3.378,1/9/2017
3.143,1/10/2017
3.207,1/11/2017
3.272,1/12/2017
